:TYPE,:START_ID,:END_ID,publication_year:int,pmid:int,hdac6:boolean,autophagy:boolean,anatabine:boolean,evidence:string,document:string,pmc:string,citation:string,annotation:string,tau:boolean
DIRECTLY_DECREASES,14467,5394,2017,27794524,False,False,False,"Laquinimod, an emerging oral medication for multiple sclerosis (see below) with significant CNS impact, reduces astrocyte activation (Bruck et al., 2012), and inhibits microglial activation in human brain cell cultures.",#61:20,,"{""full_journal_name"": ""Brain : a journal of neurology"", ""pub_date"": ""2017-05-29"", ""ref"": ""27794524"", ""pub_year"": 2017, ""last_author"": ""Fiol MP"", ""type"": ""PubMed"", ""author_list"": [""Correale J"", ""Gait\u00e1n MI"", ""Ysrraelit MC"", ""Fiol MP""], ""title"": ""Progressive multiple sclerosis: from pathogenic mechanisms to treatment."", ""doi"": ""10.1093/brain/aww258""}","{""Confidence"": [""High""], ""MeSHAnatomy"": [""Brain""], ""Species"": [""9606""], ""mesh"": [""Disease Progression"", ""Humans"", ""Magnetic Resonance Imaging"", ""Multiple Sclerosis""]}",False
DIRECTLY_DECREASES,11762,8241,2014,24214965,False,False,False,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL255863,#59:5,PMC3965067,"{""full_journal_name"": ""Nucleic acids research"", ""pub_date"": ""2014-03-17"", ""ref"": ""24214965"", ""pub_year"": 2014, ""last_author"": ""Overington JP"", ""type"": ""PubMed"", ""author_list"": [""Bento AP"", ""Gaulton A"", ""Hersey A"", ""Bellis LJ"", ""Chambers J"", ""Davies M"", ""Kr\u00fcger FA"", ""Light Y"", ""Mak L"", ""McGlinchey S"", ""Nowotka M"", ""Papadatos G"", ""Santos R"", ""Overington JP""], ""title"": ""The ChEMBL bioactivity database: an update."", ""doi"": ""10.1093/nar/gkt1031""}","{""Subgraph"": [""Cell cycle subgraph""], ""mesh"": [""Binding Sites"", ""Databases, Chemical"", ""Drug Discovery"", ""Humans"", ""Internet"", ""Ligands"", ""Pharmaceutical Preparations"", ""Proteins""], ""substances"": [""Ligands"", ""Pharmaceutical Preparations"", ""Proteins""]}",False
DIRECTLY_DECREASES,25240,24158,2012,21769591,False,False,False,"The ApoE gene responsible for the Alzheimer's disease has been examined to identify functional consequences of single-nucleotide polymorphisms (SNPs). Eighty-eight SNPs have been identified in the ApoE gene in which 31 are found to be nonsynonymous, 8 of them are coding synonymous, 33 are found to be in intron, and 3 are in untranslated region. The SNPs found in the untranslated region consisted of two SNPs from 5' and one SNP from the 3'. Twenty-nine percent of the identified nsSNPs have been reported as damaging. In the analysis of SNPs in the UTR regions, it has been recognized that rs72654467 from 5' and rs71673244 from 5' and 3' are responsible for the alteration in levels of expression. Both native and mutant protein structures were analyzed along with the stabilization residues. It has been concluded that among all SNPs of ApoE, the mutation in rs11542041 (R132S) has the most significant effect on functional variation.",#64:44,,"{""full_journal_name"": ""Functional & integrative genomics"", ""pub_date"": ""2012-03-06"", ""ref"": ""21769591"", ""pub_year"": 2012, ""last_author"": ""Nidheesh M"", ""type"": ""PubMed"", ""author_list"": [""Namboori PK"", ""Vineeth KV"", ""Rohith V"", ""Hassan I"", ""Sekhar L"", ""Sekhar A"", ""Nidheesh M""], ""title"": ""The ApoE gene of Alzheimer's disease (AD)."", ""doi"": ""10.1007/s10142-011-0238-z""}","{""Confidence"": [""Very High""], ""Disease"": [""Alzheimer's disease""], ""Subgraph"": [""APOE subgraph"", ""Amyloidogenic subgraph""], ""mesh"": [""Alzheimer Disease"", ""Amino Acid Substitution"", ""Apolipoproteins E"", ""Computer Simulation"", ""Humans"", ""Models, Genetic"", ""Polymorphism, Single Nucleotide""], ""substances"": [""Apolipoproteins E""]}",False
DIRECTLY_DECREASES,8150,5228,2019,30962309,False,False,False,"IL-1R2, a receptor that inhibits IL-1 signaling in a competitive manner (67), is downregulated by miR-383-3p (68).",#69:46,,"{""full_journal_name"": ""Journal of immunology (Baltimore, Md. : 1950)"", ""pub_date"": ""2019-12-27"", ""ref"": ""30962309"", ""pub_year"": 2019, ""last_author"": ""Zettl UK"", ""type"": ""PubMed"", ""author_list"": [""Boxberger N"", ""Hecker M"", ""Zettl UK""], ""title"": ""Dysregulation of Inflammasome Priming and Activation by MicroRNAs in Human Immune-Mediated Diseases."", ""doi"": ""10.4049/jimmunol.1801416""}","{""Confidence"": [""High""], ""mesh"": [""Autoimmune Diseases"", ""Caspase 1"", ""Caspase 8"", ""Humans"", ""Inflammasomes"", ""MicroRNAs"", ""NLR Family, Pyrin Domain-Containing 3 Protein"", ""Receptors, Interleukin"", ""Signal Transduction"", ""Toll-Like Receptors""], ""substances"": [""Inflammasomes"", ""MIRN155 microRNA, human"", ""MIRN223 microRNA, human"", ""MicroRNAs"", ""NLR Family, Pyrin Domain-Containing 3 Protein"", ""NLRP3 protein, human"", ""Receptors, Interleukin"", ""Toll-Like Receptors"", ""CASP8 protein, human"", ""Caspase 8"", ""Caspase 1""]}",False
DIRECTLY_DECREASES,1596,3303,2019,30962309,False,False,False,"Moreover, miR-22-3p is downregulated in whole blood of newly diagnosed and in treated PD patients compared with healthy controls (126), and miR-34c-3p is downregulated in brain areas of PD patients with neuropathological lesions (127).",#69:46,,"{""full_journal_name"": ""Journal of immunology (Baltimore, Md. : 1950)"", ""pub_date"": ""2019-12-27"", ""ref"": ""30962309"", ""pub_year"": 2019, ""last_author"": ""Zettl UK"", ""type"": ""PubMed"", ""author_list"": [""Boxberger N"", ""Hecker M"", ""Zettl UK""], ""title"": ""Dysregulation of Inflammasome Priming and Activation by MicroRNAs in Human Immune-Mediated Diseases."", ""doi"": ""10.4049/jimmunol.1801416""}","{""Confidence"": [""High""], ""MeSHAnatomy"": [""Brain""], ""MeSHDisease"": [""Parkinson Disease""], ""mesh"": [""Autoimmune Diseases"", ""Caspase 1"", ""Caspase 8"", ""Humans"", ""Inflammasomes"", ""MicroRNAs"", ""NLR Family, Pyrin Domain-Containing 3 Protein"", ""Receptors, Interleukin"", ""Signal Transduction"", ""Toll-Like Receptors""], ""substances"": [""Inflammasomes"", ""MIRN155 microRNA, human"", ""MIRN223 microRNA, human"", ""MicroRNAs"", ""NLR Family, Pyrin Domain-Containing 3 Protein"", ""NLRP3 protein, human"", ""Receptors, Interleukin"", ""Toll-Like Receptors"", ""CASP8 protein, human"", ""Caspase 8"", ""Caspase 1""]}",False
DIRECTLY_DECREASES,2729,11853,2017,27794524,False,False,False,"In multiple sclerosis, activated microglia damage oligodendrocytes through different mechanisms including: secretion of pro-inflammatory cytokines such as IL-1, IL-6, TNF-alpha, and IFN-gamma, phagocytic activity, and presentation of antigens via MHC Class II to CD4+ T cells (Correale, 2014).",#64:59,,"{""full_journal_name"": ""Brain : a journal of neurology"", ""pub_date"": ""2017-05-29"", ""ref"": ""27794524"", ""pub_year"": 2017, ""last_author"": ""Fiol MP"", ""type"": ""PubMed"", ""author_list"": [""Correale J"", ""Gait\u00e1n MI"", ""Ysrraelit MC"", ""Fiol MP""], ""title"": ""Progressive multiple sclerosis: from pathogenic mechanisms to treatment."", ""doi"": ""10.1093/brain/aww258""}","{""mesh"": [""Disease Progression"", ""Humans"", ""Magnetic Resonance Imaging"", ""Multiple Sclerosis""]}",False
DIRECTLY_DECREASES,11298,11853,2017,27794524,False,False,False,"In multiple sclerosis, activated microglia damage oligodendrocytes through different mechanisms including: secretion of pro-inflammatory cytokines such as IL-1, IL-6, TNF-alpha, and IFN-gamma, phagocytic activity, and presentation of antigens via MHC Class II to CD4+ T cells (Correale, 2014).",#64:59,,"{""full_journal_name"": ""Brain : a journal of neurology"", ""pub_date"": ""2017-05-29"", ""ref"": ""27794524"", ""pub_year"": 2017, ""last_author"": ""Fiol MP"", ""type"": ""PubMed"", ""author_list"": [""Correale J"", ""Gait\u00e1n MI"", ""Ysrraelit MC"", ""Fiol MP""], ""title"": ""Progressive multiple sclerosis: from pathogenic mechanisms to treatment."", ""doi"": ""10.1093/brain/aww258""}","{""mesh"": [""Disease Progression"", ""Humans"", ""Magnetic Resonance Imaging"", ""Multiple Sclerosis""]}",False
DIRECTLY_DECREASES,7540,25138,2017,28669544,False,False,False,"Specifically, PSD95, a scaffold protein located in dendritic spines, was significantly reduced (Figure 3F), while levels of MAP2, a dendritic structural protein, were comparable between WT and cKO mice",#69:50,PMC5519492,"{""full_journal_name"": ""Neuron"", ""pub_date"": ""2017-09-14"", ""ref"": ""28669544"", ""pub_year"": 2017, ""last_author"": ""Rajendran L"", ""type"": ""PubMed"", ""author_list"": [""Paolicelli RC"", ""Jawaid A"", ""Henstridge CM"", ""Valeri A"", ""Merlini M"", ""Robinson JL"", ""Lee EB"", ""Rose J"", ""Appel S"", ""Lee VM"", ""Trojanowski JQ"", ""Spires-Jones T"", ""Schulz PE"", ""Rajendran L""], ""title"": ""TDP-43 Depletion in Microglia Promotes Amyloid Clearance but Also Induces Synapse Loss."", ""doi"": ""10.1016/j.neuron.2017.05.037""}","{""CellStructure"": [""Dendritic Spines""], ""Confidence"": [""High""], ""Species"": [""10090""], ""mesh"": [""Amyloid"", ""Amyotrophic Lateral Sclerosis"", ""Animals"", ""Brain"", ""Cognition"", ""DNA-Binding Proteins"", ""Mice, Transgenic"", ""Microglia"", ""Synapses""], ""substances"": [""Amyloid"", ""DNA-Binding Proteins"", ""TDP-43 protein, mouse""]}",False
DIRECTLY_DECREASES,31728,35322,2019,29226865,False,False,False,"We found that SIRT1 interacts with and deacetylates SC35, and inhibits SC35-promoted tau exon 10 inclusion. Substituting K52 residue of SC35 by arginine impairs the role of SC35 in tau exon 10 inclusion. These results suggest that SIRT1 may serve as a therapeutic target for tauopathy by regulating SC35-mediated tau exon 10 splicing.",#60:23,,"{""full_journal_name"": ""Journal of Alzheimer's disease : JAD"", ""pub_date"": ""2019-01-15"", ""ref"": ""29226865"", ""pub_year"": 2019, ""last_author"": ""Qian W"", ""type"": ""PubMed"", ""author_list"": [""Yin X"", ""Jiang X"", ""Wang J"", ""Qian S"", ""Liu F"", ""Qian W""], ""title"": ""SIRT1 Deacetylates SC35 and Suppresses Its Function in Tau Exon 10 Inclusion."", ""doi"": ""10.3233/JAD-170418""}","{""Confidence"": [""High""], ""mesh"": [""Alternative Splicing"", ""Alzheimer Disease"", ""Exons"", ""HEK293 Cells"", ""HeLa Cells"", ""Humans"", ""Phosphorylation"", ""Ribonucleoproteins"", ""Serine-Arginine Splicing Factors"", ""Sirtuin 1"", ""Tauopathies"", ""tau Proteins""], ""substances"": [""Ribonucleoproteins"", ""tau Proteins"", ""SRSF2 protein, human"", ""Serine-Arginine Splicing Factors"", ""SIRT1 protein, human"", ""Sirtuin 1""]}",False
DIRECTLY_DECREASES,37579,14470,2017,27794524,False,False,False,"If axonal Na+ rises above its nominal concentration, the Na+ /Ca2+ exchanger, normally exchanging axoplasmic Ca2+ for extracellular Na+ , will operate in a reverse Ca2+ importing mode.",#61:20,,"{""full_journal_name"": ""Brain : a journal of neurology"", ""pub_date"": ""2017-05-29"", ""ref"": ""27794524"", ""pub_year"": 2017, ""last_author"": ""Fiol MP"", ""type"": ""PubMed"", ""author_list"": [""Correale J"", ""Gait\u00e1n MI"", ""Ysrraelit MC"", ""Fiol MP""], ""title"": ""Progressive multiple sclerosis: from pathogenic mechanisms to treatment."", ""doi"": ""10.1093/brain/aww258""}","{""Confidence"": [""High""], ""mesh"": [""Disease Progression"", ""Humans"", ""Magnetic Resonance Imaging"", ""Multiple Sclerosis""]}",False
DIRECTLY_DECREASES,42894,11034,2017,27209302,False,False,False,"SIRT1 inhibitor NAM exerted a greater impact on increases of acetylation status of TFEB than HDACI/II/IV inhibitors TSA, indicating that TFEB is specifically acetylated by SIRT1 rather than other HDACs (Fig. 4E).",#68:6,PMC4887328,"{""full_journal_name"": ""Protein & cell"", ""pub_date"": ""2017-04-20"", ""ref"": ""27209302"", ""pub_year"": 2017, ""last_author"": ""Ji J"", ""type"": ""PubMed"", ""author_list"": [""Bao J"", ""Zheng L"", ""Zhang Q"", ""Li X"", ""Zhang X"", ""Li Z"", ""Bai X"", ""Zhang Z"", ""Huo W"", ""Zhao X"", ""Shang S"", ""Wang Q"", ""Zhang C"", ""Ji J""], ""title"": ""Deacetylation of TFEB promotes fibrillar A\u03b2 degradation by upregulating lysosomal biogenesis in microglia."", ""doi"": ""10.1007/s13238-016-0269-2""}","{""CellLine"": [""HEK293T""], ""Confidence"": [""High""], ""MeSHDisease"": [""Alzheimer Disease""], ""mesh"": [""Alzheimer Disease"", ""Amyloid beta-Peptides"", ""Amyloid beta-Protein Precursor"", ""Animals"", ""Basic Helix-Loop-Helix Leucine Zipper Transcription Factors"", ""Brain"", ""Cells, Cultured"", ""Chloride Channels"", ""Disease Models, Animal"", ""HEK293 Cells"", ""Humans"", ""Lysosomes"", ""Mice"", ""Mice, Transgenic"", ""Microglia"", ""Mutagenesis, Site-Directed"", ""Peptides"", ""Protein Binding"", ""RNA Interference"", ""Sirtuin 1""], ""substances"": [""Amyloid beta-Peptides"", ""Amyloid beta-Protein Precursor"", ""Basic Helix-Loop-Helix Leucine Zipper Transcription Factors"", ""Chloride Channels"", ""Peptides"", ""TFEB protein, human"", ""Sirtuin 1""]}",False
DIRECTLY_DECREASES,30332,36595,2014,24078628,False,False,False,The pulldown of biotinylated proteins and subsequent detection of TREM2 FL or its CTF demonstrated a strong accumulation of the TREM2 CTF and a less pronounced increase of TREM2 FL at the cell surface upon γ-secretase inhibition (Fig. 3A).,#57:0,PMC3829152,"{""full_journal_name"": ""The Journal of biological chemistry"", ""pub_date"": ""2014-01-23"", ""ref"": ""24078628"", ""pub_year"": 2014, ""last_author"": ""Walter J"", ""type"": ""PubMed"", ""author_list"": [""Wunderlich P"", ""Glebov K"", ""Kemmerling N"", ""Tien NT"", ""Neumann H"", ""Walter J""], ""title"": ""Sequential proteolytic processing of the triggering receptor expressed on myeloid cells-2 (TREM2) protein by ectodomain shedding and \u03b3-secretase-dependent intramembranous cleavage."", ""doi"": ""10.1074/jbc.M113.517540""}","{""Section"": [""Results""], ""mesh"": [""Adaptor Proteins, Signal Transducing"", ""Alzheimer Disease"", ""Amyloid Precursor Protein Secretases"", ""Animals"", ""COS Cells"", ""Cell Membrane"", ""Chlorocebus aethiops"", ""HEK293 Cells"", ""Humans"", ""Male"", ""Membrane Glycoproteins"", ""Membrane Proteins"", ""Phosphatidylinositol 4,5-Diphosphate"", ""Phosphorylation"", ""Protein Structure, Tertiary"", ""Proteolysis"", ""Receptors, Immunologic"", ""Signal Transduction""], ""substances"": [""Adaptor Proteins, Signal Transducing"", ""Membrane Glycoproteins"", ""Membrane Proteins"", ""Phosphatidylinositol 4,5-Diphosphate"", ""Receptors, Immunologic"", ""TREM2 protein, human"", ""TYROBP protein, human"", ""Amyloid Precursor Protein Secretases""]}",False
DIRECTLY_DECREASES,11657,30506,2010,20869593,False,False,False,"Next, we treated primary neurons with C646, a pyrazolone-containing small-molecule inhibitor of p300 with a Ki of 400 nM (Bowers et al., 2010). Under cell-free conditions, C646 at 10 μM inhibits p300 in a highly selective manner (86% inhibition vs. <10% for the six other acetyltransferases) (Bowers et al., 2010). Inhibition of p300 with C646 (20 μM) drastically reduced levels of ac-tau in primary neurons within 8 h.",#60:23,PMC3035103,"{""full_journal_name"": ""Neuron"", ""pub_date"": ""2010-10-15"", ""ref"": ""20869593"", ""pub_year"": 2010, ""last_author"": ""Gan L"", ""type"": ""PubMed"", ""author_list"": [""Min SW"", ""Cho SH"", ""Zhou Y"", ""Schroeder S"", ""Haroutunian V"", ""Seeley WW"", ""Huang EJ"", ""Shen Y"", ""Masliah E"", ""Mukherjee C"", ""Meyers D"", ""Cole PA"", ""Ott M"", ""Gan L""], ""title"": ""Acetylation of tau inhibits its degradation and contributes to tauopathy."", ""doi"": ""10.1016/j.neuron.2010.08.044""}","{""Confidence"": [""Medium""], ""mesh"": [""Acetylation"", ""Analysis of Variance"", ""Animals"", ""Animals, Newborn"", ""Carbazoles"", ""Cells, Cultured"", ""Cerebral Cortex"", ""Cycloheximide"", ""Disease Models, Animal"", ""Enzyme Inhibitors"", ""Gene Expression Regulation"", ""Humans"", ""Immunoprecipitation"", ""Mice"", ""Mice, Transgenic"", ""Models, Biological"", ""Mutation"", ""Neurons"", ""Phosphorylation"", ""Protein Synthesis Inhibitors"", ""Rats"", ""Rats, Sprague-Dawley"", ""Sirtuin 1"", ""Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization"", ""Tauopathies"", ""Time Factors"", ""Transfection"", ""Ubiquitination"", ""p300-CBP Transcription Factors"", ""tau Proteins""], ""substances"": [""6-chloro-2,3,4,9-tetrahydro-1H-carbazole-1-carboxamide"", ""Carbazoles"", ""Enzyme Inhibitors"", ""MAPT protein, human"", ""Protein Synthesis Inhibitors"", ""tau Proteins"", ""Cycloheximide"", ""p300-CBP Transcription Factors"", ""p300-CBP-associated factor"", ""SIRT1 protein, human"", ""Sirtuin 1""]}",False
DIRECTLY_DECREASES,3506,32534,2019,29334120,False,False,False,"We recently found that overexpression of TDP-43 enhances tau exon 10 inclusion and tau mRNA instability. Overexpression of PP1α and PP1γ, but not PP1β, suppressed TDP-43 phosphorylation at Ser403/404 and Ser409/410 and TDP-43-induced tau exon 10 inclusion.",#60:23,,"{""full_journal_name"": ""FEBS letters"", ""pub_date"": ""2019-01-07"", ""ref"": ""29334120"", ""pub_year"": 2019, ""last_author"": ""Liu F"", ""type"": ""PubMed"", ""author_list"": [""Gu J"", ""Wang W"", ""Miao S"", ""Chen F"", ""Wu F"", ""Hu W"", ""Iqbal K"", ""Gong CX"", ""Liu F""], ""title"": ""Protein Phosphatase 1 dephosphorylates TDP-43 and suppresses its function in tau exon 10 inclusion."", ""doi"": ""10.1002/1873-3468.12976""}","{""Confidence"": [""High""], ""mesh"": [""Alternative Splicing"", ""DNA-Binding Proteins"", ""Exons"", ""HEK293 Cells"", ""HeLa Cells"", ""Humans"", ""Marine Toxins"", ""Okadaic Acid"", ""Oxazoles"", ""Phosphorylation"", ""Protein Phosphatase 1"", ""Protein Phosphatase 2"", ""Serine"", ""Up-Regulation"", ""tau Proteins""], ""substances"": [""DNA-Binding Proteins"", ""Marine Toxins"", ""Oxazoles"", ""TARDBP protein, human"", ""tau Proteins"", ""Okadaic Acid"", ""Serine"", ""calyculin A"", ""Protein Phosphatase 1"", ""Protein Phosphatase 2""]}",False
DIRECTLY_DECREASES,24441,29425,2013,23533697,False,False,False,"In turn, evidence suggests that once activated, caspases may cleave critical cellular proteins in AD including APP, actin, fodrin, glial acidic fibrillary protein, beclin-1, and tau [28, 31–35].",#57:0,PMC3606781,"{""full_journal_name"": ""Oxidative medicine and cellular longevity"", ""pub_date"": ""2013-08-20"", ""ref"": ""23533697"", ""pub_year"": 2013, ""last_author"": ""Rohn TT"", ""type"": ""PubMed"", ""author_list"": [""Rohn TT""], ""title"": ""The triggering receptor expressed on myeloid cells 2: \""TREM-ming\"" the inflammatory component associated with Alzheimer's disease."", ""doi"": ""10.1155/2013/860959""}","{""Section"": [""3. Mechanisms of Neurodegeneration in AD""], ""mesh"": [""Alzheimer Disease"", ""Cytokines"", ""Humans"", ""Inflammation"", ""Membrane Glycoproteins"", ""Microglia"", ""Oxidative Stress"", ""Plaque, Amyloid"", ""Reactive Oxygen Species"", ""Receptors, Immunologic""], ""substances"": [""Cytokines"", ""Membrane Glycoproteins"", ""Reactive Oxygen Species"", ""Receptors, Immunologic"", ""TREM2 protein, human""]}",False
DIRECTLY_DECREASES,10636,43537,2013,22615186,False,False,False,"On ligand binding, ITIM‐signaling receptors recruit SH2 domain‐containing inositol 5′‐phosphatase (SHIP) and SH2 domain‐containing tyrosine phosphatases (SHP1 and SHP2) which in turn can terminate the function of various signaling pathways by the dephosphorylation of signaling intermediates (Fig. 1; Cao et al.,2009; Crocker et al.,2007; Flannagan et al.,2011; Linnartz et al.,2010; Lowell,2011; Salminen and Kaarniranta,2009).",#57:0,,"{""full_journal_name"": ""Glia"", ""pub_date"": ""2013-09-04"", ""ref"": ""22615186"", ""pub_year"": 2013, ""last_author"": ""Neumann H"", ""type"": ""PubMed"", ""author_list"": [""Linnartz B"", ""Neumann H""], ""title"": ""Microglial activatory (immunoreceptor tyrosine-based activation motif)- and inhibitory (immunoreceptor tyrosine-based inhibition motif)-signaling receptors for recognition of the neuronal glycocalyx."", ""doi"": ""10.1002/glia.22359""}","{""PublicationType"": [""Review""], ""Section"": [""ITAM SIGNALING FOR PHAGOCYTOSIS""], ""mesh"": [""Animals"", ""Glycocalyx"", ""Humans"", ""Immunoreceptor Tyrosine-Based Activation Motif"", ""Immunoreceptor Tyrosine-Based Inhibition Motif"", ""Microglia"", ""Neurons"", ""Signal Transduction""]}",False
DIRECTLY_DECREASES,41150,6743,2016,26582367,False,False,False,SOD1 and Trolox scavenged the amyloid-β1–42 triggered superoxide molecules (Fig. 6d).,#57:0,PMC4652165,"{""full_journal_name"": ""Scientific reports"", ""pub_date"": ""2016-09-12"", ""ref"": ""26582367"", ""pub_year"": 2016, ""last_author"": ""Neumann H"", ""type"": ""PubMed"", ""author_list"": [""Shahraz A"", ""Kopatz J"", ""Mathy R"", ""Kappler J"", ""Winter D"", ""Kapoor S"", ""Sch\u00fctza V"", ""Scheper T"", ""Gieselmann V"", ""Neumann H""], ""title"": ""Anti-inflammatory activity of low molecular weight polysialic acid on human macrophages."", ""doi"": ""10.1038/srep16800""}","{""ChallengeType"": [""amyloid-\u03b21\u201342""], ""MeSHAnatomy"": [""Macrophages""], ""PublicationType"": [""Research""], ""Section"": [""Results""], ""mesh"": [""Amyloid beta-Peptides"", ""Anti-Inflammatory Agents"", ""Cell Line"", ""Chromatography, High Pressure Liquid"", ""Homeostasis"", ""Humans"", ""Lectins"", ""Lipopolysaccharides"", ""Macrophages"", ""Membrane Proteins"", ""Microspheres"", ""Molecular Weight"", ""Neuroprotective Agents"", ""Phagocytosis"", ""Polymerization"", ""Respiratory Burst"", ""Sialic Acids"", ""Tumor Necrosis Factor-alpha""], ""substances"": [""Amyloid beta-Peptides"", ""Anti-Inflammatory Agents"", ""Lectins"", ""Lipopolysaccharides"", ""Membrane Proteins"", ""Neuroprotective Agents"", ""SIGLEC11 protein, human"", ""Sialic Acids"", ""TNF protein, human"", ""Tumor Necrosis Factor-alpha"", ""polysialic acid""]}",False
DIRECTLY_DECREASES,14440,5351,2007,17213958,False,False,False,Hydrogen peroxide was reported to initiate the apoptotic cascade by perturbing the intracellular redox balance. GSH is the most abundant low molecular weight thiol that maintains cellular redox homeostasis,#59:5,,"{""full_journal_name"": ""Acta biochimica et biophysica Sinica"", ""pub_date"": ""2007-02-21"", ""ref"": ""17213958"", ""pub_year"": 2007, ""last_author"": ""Zhang X"", ""type"": ""PubMed"", ""author_list"": [""Jiang H"", ""Zhang J"", ""Zhu H"", ""Li H"", ""Zhang X""], ""title"": ""Nerve growth factor prevents the apoptosis-associated increase in acetylcholinesterase activity after hydrogen peroxide treatment by activating Akt.""}","{""Condition"": [""Normal Healthy State""], ""Subgraph"": [""Hydrogen peroxide subgraph""], ""mesh"": [""Acetylcholinesterase"", ""Animals"", ""Apoptosis"", ""Caspase 3"", ""Cytochromes c"", ""Enzyme Activation"", ""Glutathione"", ""Hydrogen Peroxide"", ""Nerve Growth Factor"", ""PC12 Cells"", ""Phosphorylation"", ""Proto-Oncogene Proteins c-akt"", ""Rats""], ""substances"": [""Cytochromes c"", ""Nerve Growth Factor"", ""Hydrogen Peroxide"", ""Proto-Oncogene Proteins c-akt"", ""Acetylcholinesterase"", ""Caspase 3"", ""Glutathione""]}",False
DIRECTLY_DECREASES,11762,24415,2014,24214965,False,False,False,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL255863,#59:5,PMC3965067,"{""full_journal_name"": ""Nucleic acids research"", ""pub_date"": ""2014-03-17"", ""ref"": ""24214965"", ""pub_year"": 2014, ""last_author"": ""Overington JP"", ""type"": ""PubMed"", ""author_list"": [""Bento AP"", ""Gaulton A"", ""Hersey A"", ""Bellis LJ"", ""Chambers J"", ""Davies M"", ""Kr\u00fcger FA"", ""Light Y"", ""Mak L"", ""McGlinchey S"", ""Nowotka M"", ""Papadatos G"", ""Santos R"", ""Overington JP""], ""title"": ""The ChEMBL bioactivity database: an update."", ""doi"": ""10.1093/nar/gkt1031""}","{""Subgraph"": [""Regulation of actin cytoskeleton subgraph""], ""mesh"": [""Binding Sites"", ""Databases, Chemical"", ""Drug Discovery"", ""Humans"", ""Internet"", ""Ligands"", ""Pharmaceutical Preparations"", ""Proteins""], ""substances"": [""Ligands"", ""Pharmaceutical Preparations"", ""Proteins""]}",False
DIRECTLY_DECREASES,11809,1535,2017,27794524,False,False,False,"Because levels of inflammation were not affected by MitoQ, it is conceivable that increased mitochondrial protection against ROS is sufficient to reduce axonal damage.",#61:20,,"{""full_journal_name"": ""Brain : a journal of neurology"", ""pub_date"": ""2017-05-29"", ""ref"": ""27794524"", ""pub_year"": 2017, ""last_author"": ""Fiol MP"", ""type"": ""PubMed"", ""author_list"": [""Correale J"", ""Gait\u00e1n MI"", ""Ysrraelit MC"", ""Fiol MP""], ""title"": ""Progressive multiple sclerosis: from pathogenic mechanisms to treatment."", ""doi"": ""10.1093/brain/aww258""}","{""Confidence"": [""High""], ""mesh"": [""Disease Progression"", ""Humans"", ""Magnetic Resonance Imaging"", ""Multiple Sclerosis""]}",False
DIRECTLY_DECREASES,11762,24032,2014,24214965,False,False,False,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL255863,#59:5,PMC3965067,"{""full_journal_name"": ""Nucleic acids research"", ""pub_date"": ""2014-03-17"", ""ref"": ""24214965"", ""pub_year"": 2014, ""last_author"": ""Overington JP"", ""type"": ""PubMed"", ""author_list"": [""Bento AP"", ""Gaulton A"", ""Hersey A"", ""Bellis LJ"", ""Chambers J"", ""Davies M"", ""Kr\u00fcger FA"", ""Light Y"", ""Mak L"", ""McGlinchey S"", ""Nowotka M"", ""Papadatos G"", ""Santos R"", ""Overington JP""], ""title"": ""The ChEMBL bioactivity database: an update."", ""doi"": ""10.1093/nar/gkt1031""}","{""Subgraph"": [""Cell cycle subgraph""], ""mesh"": [""Binding Sites"", ""Databases, Chemical"", ""Drug Discovery"", ""Humans"", ""Internet"", ""Ligands"", ""Pharmaceutical Preparations"", ""Proteins""], ""substances"": [""Ligands"", ""Pharmaceutical Preparations"", ""Proteins""]}",False
DIRECTLY_DECREASES,1658,3193,2017,28148553,False,False,False,"In the presence of annonacin, mRNA levels of the tau splicing factor SRSF2 increased (Fig 3F). Interestingly, the PERK activator blocked this effect.",#59:55,PMC5331260,"{""full_journal_name"": ""EMBO molecular medicine"", ""pub_date"": ""2017-10-04"", ""ref"": ""28148553"", ""pub_year"": 2017, ""last_author"": ""H\u00f6glinger GU"", ""type"": ""PubMed"", ""author_list"": [""Bruch J"", ""Xu H"", ""R\u00f6sler TW"", ""De Andrade A"", ""Kuhn PH"", ""Lichtenthaler SF"", ""Arzberger T"", ""Winklhofer KF"", ""M\u00fcller U"", ""H\u00f6glinger GU""], ""title"": {""#text"": ""PERK activation mitigates tau pathology  and ."", ""i"": [""in\u00a0vitro"", ""in\u00a0vivo""]}, ""doi"": ""10.15252/emmm.201606664""}","{""Confidence"": [""High""], ""mesh"": [""Animals"", ""Brain"", ""Cell Survival"", ""Cells, Cultured"", ""Humans"", ""Locomotion"", ""Memory"", ""Mice, Transgenic"", ""Phosphorylation"", ""Protein Conformation"", ""Protein Processing, Post-Translational"", ""Tauopathies"", ""eIF-2 Kinase"", ""tau Proteins""], ""substances"": [""MAPT protein, human"", ""tau Proteins"", ""EIF2AK3 protein, human"", ""eIF-2 Kinase""]}",False
