:TYPE,:START_ID,:END_ID,publication_year:float,pmid:int,hdac6:boolean,autophagy:boolean,anatabine:boolean,evidence:string,document:string,pmc:string,citation:string,annotation:string,tau:boolean
CAUSES_NO_CHANGE,11560,1174,2015.0,25639674,False,False,False,"The α4β2 nAChR PAM, NS-9283, administered alone did not affect mechanical allodynia in the spinal nerve ligation test (a model of neuropathic pain), nor on nociception and inflammation in various rodent models of pain [185, 186].",#60:18,PMC4324614,"{""full_journal_name"": ""Trends in pharmacological sciences"", ""pub_date"": ""2015-08-21"", ""ref"": ""25639674"", ""pub_year"": 2015, ""last_author"": ""Yakel JL"", ""type"": ""PubMed"", ""author_list"": [""Dineley KT"", ""Pandya AA"", ""Yakel JL""], ""title"": ""Nicotinic ACh receptors as therapeutic targets in CNS disorders."", ""doi"": ""10.1016/j.tips.2014.12.002""}","{""MeSHAnatomy"": [""Neurons"", ""Spinal Cord""], ""MeSHDisease"": [""Pain""], ""Species"": [""10116""], ""mesh"": [""Animals"", ""Autistic Disorder"", ""Central Nervous System Diseases"", ""Humans"", ""Pain"", ""Receptors, Nicotinic"", ""Schizophrenia""], ""substances"": [""Receptors, Nicotinic""]}",False
CAUSES_NO_CHANGE,4126,7242,2012.0,22107728,False,False,False,"Several genetic association studies examined IDE gene as a susceptibility gene for Alzheimer's disease (AD), however with controversial results.We examined associations of three IDE polymorphisms (IDE2, rs4646953; IDE7, rs2251101 and IDE9, rs1887922) with AD, Abeta42 plasma level and T2DM risk in the longitudinal Vienna Transdanube Aging (VITA) study cohort.The upstream polymorphism IDE2 was found to influence AD risk and to trigger the Abeta42 plasma level, whereas the downstream polymorphism IDE7 modified the T2DM risk; no associations were found for the intronic variant IDE9.Based on our SNP and haplotype results, we delineate the model that IDE promoter and 3' untranslated region/downstream variation may have different effects on IDE expression, presumably a relevant endophenotype with disorder-specific effects on AD and T2DM susceptibility.",#64:44,PMC3266204,"{""full_journal_name"": ""BMC medical genetics"", ""pub_date"": ""2012-03-12"", ""ref"": ""22107728"", ""pub_year"": 2012, ""last_author"": ""Gr\u00fcnblatt E"", ""type"": ""PubMed"", ""author_list"": [""Bartl J"", ""Scholz CJ"", ""Hinterberger M"", ""Jungwirth S"", ""Wichart I"", ""Rainer MK"", ""Kneitz S"", ""Danielczyk W"", ""Tragl KH"", ""Fischer P"", ""Riederer P"", ""Gr\u00fcnblatt E""], ""title"": ""Disorder-specific effects of polymorphisms at opposing ends of the Insulin Degrading Enzyme gene."", ""doi"": ""10.1186/1471-2350-12-151""}","{""Confidence"": [""Medium""], ""Subgraph"": [""Amyloidogenic subgraph""], ""mesh"": [""3' Untranslated Regions"", ""Alzheimer Disease"", ""Amyloid beta-Peptides"", ""Cohort Studies"", ""Diabetes Mellitus, Type 2"", ""Genetic Association Studies"", ""Genotype"", ""Haplotypes"", ""Humans"", ""Insulysin"", ""Longitudinal Studies"", ""Peptide Fragments"", ""Polymorphism, Single Nucleotide"", ""Promoter Regions, Genetic"", ""Risk""], ""substances"": [""3' Untranslated Regions"", ""Amyloid beta-Peptides"", ""Peptide Fragments"", ""amyloid beta-protein (1-42)"", ""Insulysin""]}",False
CAUSES_NO_CHANGE,2142,1870,2013.0,23484434,False,False,False,Pyrogallol generic substitution pattern commonly found in multiple polyphenolic Tau aggregation inhibitors such as 12 and 19. Note the structural overlap with the inactive pyrocatechol-substituted epicatechin,#58:53,,"{""full_journal_name"": ""Journal of medicinal chemistry"", ""pub_date"": ""2013-08-20"", ""ref"": ""23484434"", ""pub_year"": 2013, ""last_author"": ""Mandelkow E"", ""type"": ""PubMed"", ""author_list"": [""Bulic B"", ""Pickhardt M"", ""Mandelkow E""], ""title"": ""Progress and developments in tau aggregation inhibitors for Alzheimer disease."", ""doi"": ""10.1021/jm3017317""}","{""ArticleCompoundNumber"": [""18""], ""Confidence"": [""High""], ""Figure"": [""8""], ""Page"": [""H""], ""mesh"": [""Alzheimer Disease"", ""Animals"", ""Clinical Trials as Topic"", ""Humans"", ""Hydrogen Bonding"", ""Models, Molecular"", ""Protein Binding"", ""Protein Conformation"", ""Structure-Activity Relationship"", ""tau Proteins""], ""substances"": [""tau Proteins""]}",False
CAUSES_NO_CHANGE,21196,21289,2017.0,28760828,False,False,False,"Of note, whereas mimicking acetylation at most non-KXGS sites had minimal impact on tau aggregation, K274Q also significantly decreased tau assembly in vitro, albeit to a lesser extent than K321Q (Fig. 1b).",#61:36,PMC5602388,"{""full_journal_name"": ""The Journal of biological chemistry"", ""pub_date"": ""2017-09-27"", ""ref"": ""28760828"", ""pub_year"": 2017, ""last_author"": ""Cook C"", ""type"": ""PubMed"", ""author_list"": [""Carlomagno Y"", ""Chung DC"", ""Yue M"", ""Castanedes-Casey M"", ""Madden BJ"", ""Dunmore J"", ""Tong J"", ""DeTure M"", ""Dickson DW"", ""Petrucelli L"", ""Cook C""], ""title"": ""An acetylation-phosphorylation switch that regulates tau aggregation propensity and function."", ""doi"": ""10.1074/jbc.M117.794602""}","{""Confidence"": [""High""], ""mesh"": [""Acetylation"", ""Aged"", ""Alzheimer Disease"", ""Amino Acid Substitution"", ""Animals"", ""Animals, Newborn"", ""Cells, Cultured"", ""Cerebral Cortex"", ""Female"", ""Histone Deacetylase 6"", ""Histone Deacetylase Inhibitors"", ""Histone Deacetylases"", ""Humans"", ""Lysine"", ""Male"", ""Mice, Transgenic"", ""Mutation"", ""Neurons"", ""Phosphorylation"", ""Protein Processing, Post-Translational"", ""Serine"", ""Tauopathies"", ""Tissue Banks"", ""tau Proteins""], ""substances"": [""Histone Deacetylase Inhibitors"", ""tau Proteins"", ""Serine"", ""HDAC6 protein, human"", ""Hdac6 protein, mouse"", ""Histone Deacetylase 6"", ""Histone Deacetylases"", ""Lysine""]}",False
CAUSES_NO_CHANGE,7040,12449,2017.0,28408124,False,False,False,"Tau46 was the only antibody that did not show a statistically significant reduction in neuronal tau uptake (Figure 4, B and C). Tau46 bound with high apparent affinity to both recombinant and paired helical filament tau by ELISA (Table 2), demonstrating the binding of the antibody to full-length tau.",#59:9,PMC5455060,"{""full_journal_name"": ""The American journal of pathology"", ""pub_date"": ""2017-08-08"", ""ref"": ""28408124"", ""pub_year"": 2017, ""last_author"": ""Takeda S"", ""type"": ""PubMed"", ""author_list"": [""Nobuhara CK"", ""DeVos SL"", ""Commins C"", ""Wegmann S"", ""Moore BD"", ""Roe AD"", ""Costantino I"", ""Frosch MP"", ""Pitstick R"", ""Carlson GA"", ""Hock C"", ""Nitsch RM"", ""Montrasio F"", ""Grimm J"", ""Cheung AE"", ""Dunah AW"", ""Wittmann M"", ""Bussiere T"", ""Weinreb PH"", ""Hyman BT"", ""Takeda S""], ""title"": ""Tau Antibody Targeting Pathological Species Blocks Neuronal Uptake and Interneuron Propagation of Tau in\u00a0Vitro."", ""doi"": ""10.1016/j.ajpath.2017.01.022""}","{""Confidence"": [""Medium""], ""MeSHAnatomy"": [""Neurons""], ""MeSHDisease"": [""Alzheimer Disease""], ""TextLocation"": [""Results""], ""mesh"": [""Aged, 80 and over"", ""Alzheimer Disease"", ""Animals"", ""Antibodies, Monoclonal"", ""Brain"", ""Cells, Cultured"", ""Epitopes"", ""Female"", ""Humans"", ""Interneurons"", ""Male"", ""Mice, Transgenic"", ""Microfluidic Analytical Techniques"", ""Molecular Targeted Therapy"", ""Neurofibrillary Tangles"", ""Neurons"", ""Phosphorylation"", ""tau Proteins""], ""substances"": [""Antibodies, Monoclonal"", ""Epitopes"", ""MAPT protein, human"", ""Mapt protein, mouse"", ""tau Proteins""]}",False
CAUSES_NO_CHANGE,11560,1334,2015.0,25639674,False,False,False,"The α4β2 nAChR PAM, NS-9283, administered alone did not affect mechanical allodynia in the spinal nerve ligation test (a model of neuropathic pain), nor on nociception and inflammation in various rodent models of pain [185, 186].",#59:10,PMC4324614,"{""full_journal_name"": ""Trends in pharmacological sciences"", ""pub_date"": ""2015-08-21"", ""ref"": ""25639674"", ""pub_year"": 2015, ""last_author"": ""Yakel JL"", ""type"": ""PubMed"", ""author_list"": [""Dineley KT"", ""Pandya AA"", ""Yakel JL""], ""title"": ""Nicotinic ACh receptors as therapeutic targets in CNS disorders."", ""doi"": ""10.1016/j.tips.2014.12.002""}","{""Confidence"": [""High""], ""MeSHAnatomy"": [""Neurons"", ""Spinal Cord""], ""MeSHDisease"": [""Pain""], ""Species"": [""10116""], ""mesh"": [""Animals"", ""Autistic Disorder"", ""Central Nervous System Diseases"", ""Humans"", ""Pain"", ""Receptors, Nicotinic"", ""Schizophrenia""], ""substances"": [""Receptors, Nicotinic""]}",False
CAUSES_NO_CHANGE,35177,43753,2015.0,25069841,False,False,False,"Western blot analysis revealed that, consistent with the detergent extractable preparations, TFEB efficiently reduced the CP13- and PHF1-positive pTau while leaving Tau1-positive unphosphorylated Tau intact in both fractions (Fig 2A and quantified in B and C).",#72:5,PMC4197862,"{""full_journal_name"": ""EMBO molecular medicine"", ""pub_date"": ""2015-05-22"", ""ref"": ""25069841"", ""pub_year"": 2015, ""last_author"": ""Zheng H"", ""type"": ""PubMed"", ""author_list"": [""Polito VA"", ""Li H"", ""Martini-Stoica H"", ""Wang B"", ""Yang L"", ""Xu Y"", ""Swartzlander DB"", ""Palmieri M"", ""di Ronza A"", ""Lee VM"", ""Sardiello M"", ""Ballabio A"", ""Zheng H""], ""title"": ""Selective clearance of aberrant tau proteins and rescue of neurotoxicity by transcription factor EB."", ""doi"": ""10.15252/emmm.201303671""}","{""Confidence"": [""High""], ""MeSHAnatomy"": [""Brain""], ""MeSHDisease"": [""Amyloid Neuropathies""], ""Species"": [""10090""], ""mesh"": [""Alzheimer Disease"", ""Animals"", ""Autophagy"", ""Basic Helix-Loop-Helix Leucine Zipper Transcription Factors"", ""Gene Expression Regulation"", ""Lysosomes"", ""Mice, Inbred C57BL"", ""Mice, Transgenic"", ""Nerve Degeneration"", ""Neurofibrillary Tangles"", ""PTEN Phosphohydrolase"", ""Tauopathies"", ""tau Proteins""], ""substances"": [""Basic Helix-Loop-Helix Leucine Zipper Transcription Factors"", ""Mapt protein, mouse"", ""Tcfeb protein, mouse"", ""tau Proteins"", ""PTEN Phosphohydrolase"", ""Pten protein, mouse""]}",False
CAUSES_NO_CHANGE,33654,24527,2000.0,10887109,False,False,False,These authors found that a change in the amino acid −2 relative to the phosphotyrosine from valine to either isoleucine or leucine did not show significant difference in the phosphatase activity of the peptides.,#63:25,,"{""full_journal_name"": ""Blood"", ""pub_date"": ""2000-08-17"", ""ref"": ""10887109"", ""pub_year"": 2000, ""last_author"": ""McVicar DW"", ""type"": ""PubMed"", ""author_list"": [""Paul SP"", ""Taylor LS"", ""Stansbury EK"", ""McVicar DW""], ""title"": ""Myeloid specific human CD33 is an inhibitory receptor with differential ITIM function in recruiting the phosphatases SHP-1 and SHP-2.""}","{""Confidence"": [""High""], ""mesh"": [""Amino Acid Sequence"", ""Antigens, CD"", ""Antigens, Differentiation, Myelomonocytic"", ""Blotting, Western"", ""Cell Line"", ""Gene Expression"", ""Gene Transfer Techniques"", ""Humans"", ""Immunosorbent Techniques"", ""Intracellular Signaling Peptides and Proteins"", ""Molecular Sequence Data"", ""Mutagenesis, Site-Directed"", ""Peptide Fragments"", ""Phosphorylation"", ""Phosphotyrosine"", ""Protein Tyrosine Phosphatase, Non-Receptor Type 11"", ""Protein Tyrosine Phosphatase, Non-Receptor Type 6"", ""Protein Tyrosine Phosphatases"", ""Sialic Acid Binding Ig-like Lectin 3"", ""Structure-Activity Relationship""], ""substances"": [""Antigens, CD"", ""Antigens, Differentiation, Myelomonocytic"", ""CD33 protein, human"", ""Intracellular Signaling Peptides and Proteins"", ""Peptide Fragments"", ""Sialic Acid Binding Ig-like Lectin 3"", ""Phosphotyrosine"", ""PTPN11 protein, human"", ""PTPN6 protein, human"", ""Protein Tyrosine Phosphatase, Non-Receptor Type 11"", ""Protein Tyrosine Phosphatase, Non-Receptor Type 6"", ""Protein Tyrosine Phosphatases""]}",False
CAUSES_NO_CHANGE,6709,40648,,0,False,False,False,"Fluvoxamine has no significant affinity for adrenergic (alpha1, alpha2, beta), cholinergic, GABA, dopaminergic, histaminergic, serotonergic (5HT1A, 5HT1B, 5HT2), or benzodiazepine receptors; antagonism of such receptors has been hypothesized to be associated with various anticholinergic, sedative, and cardiovascular effects for other psychotropic drugs. The chronic administration of Fluvoxamine was found to downregulate brain norepinephrine receptors, as has been observed with other drugs effective in the treatment of major depressive disorder. Fluvoxamine does not inhibit monoamine oxidase.",#59:5,,"{""author_list"": """", ""comment"": """", ""pub_date"": """", ""ref"": ""ATC Code: DB00176"", ""title"": ""AD_HBP"", ""type"": ""Online Resource""}",{},False
CAUSES_NO_CHANGE,11900,7616,2007.0,17009926,False,False,False,"Results show that genistein does not alter the surface expression of nAChRs, but rather it modiﬁes nAChRs in the cell membrane (71).",#59:80,,"{""full_journal_name"": ""Annual review of pharmacology and toxicology"", ""pub_date"": ""2007-04-10"", ""ref"": ""17009926"", ""pub_year"": 2007, ""last_author"": ""Bertrand D"", ""type"": ""PubMed"", ""author_list"": [""Dani JA"", ""Bertrand D""], ""title"": ""Nicotinic acetylcholine receptors and nicotinic cholinergic mechanisms of the central nervous system.""}","{""Confidence"": [""High""], ""mesh"": [""Alzheimer Disease"", ""Animals"", ""Brain"", ""Epilepsy"", ""Humans"", ""Memory"", ""Neurotransmitter Agents"", ""Receptors, Nicotinic"", ""Substance-Related Disorders""], ""substances"": [""Neurotransmitter Agents"", ""Receptors, Nicotinic""]}",False
CAUSES_NO_CHANGE,6709,36216,,0,False,False,False,"Fluvoxamine has no significant affinity for adrenergic (alpha1, alpha2, beta), cholinergic, GABA, dopaminergic, histaminergic, serotonergic (5HT1A, 5HT1B, 5HT2), or benzodiazepine receptors; antagonism of such receptors has been hypothesized to be associated with various anticholinergic, sedative, and cardiovascular effects for other psychotropic drugs. The chronic administration of Fluvoxamine was found to downregulate brain norepinephrine receptors, as has been observed with other drugs effective in the treatment of major depressive disorder. Fluvoxamine does not inhibit monoamine oxidase.",#59:5,,"{""author_list"": """", ""comment"": """", ""pub_date"": """", ""ref"": ""ATC Code: DB00176"", ""title"": ""AD_HBP"", ""type"": ""Online Resource""}",{},False
CAUSES_NO_CHANGE,6836,6965,2013.0,22530628,False,False,False,"For example, some compounds such as curcumin inhibit oligomerization but not ﬁbrillation [105], and other compounds such as o-vanillin inhibit the formation of both oligomers and ﬁbrils [106]. Other molecules such as the naphthalene sulfonates inhibit ﬁbrillation but not oligomerization [107].",#57:51,PMC6493450,"{""full_journal_name"": ""CNS neuroscience & therapeutics"", ""pub_date"": ""2013-05-20"", ""ref"": ""22530628"", ""pub_year"": 2013, ""last_author"": ""Zeitlin R"", ""type"": ""PubMed"", ""author_list"": [""Echeverria V"", ""Zeitlin R""], ""title"": ""Cotinine: a potential new therapeutic agent against Alzheimer's disease."", ""doi"": ""10.1111/j.1755-5949.2012.00317.x""}","{""Confidence"": [""High""], ""mesh"": [""Alzheimer Disease"", ""Animals"", ""Cotinine"", ""Drug Delivery Systems"", ""Humans"", ""Receptors, Nicotinic""], ""substances"": [""Receptors, Nicotinic"", ""Cotinine""]}",False
